wind_speed,swr,turb_param/k_min,g2/constant_value,par_id
0.99286,1.1004,2.9548e-12,0.89868,p01281
0.95663,1.1304,7.5599e-10,3.4634,p01282
0.86125,1.0815,2.9804e-06,1.6919,p01283
0.92292,1.0552,2.9034e-06,3.1528,p01284
1.1163,1.0089,0.00016393,3.2638,p01285
1.095,0.90869,4.2424e-08,2.9369,p01286
0.8752,1.133,1.1777e-13,0.6937,p01287
1.0422,1.0362,1.1653e-14,1.2088,p01288
0.93576,1.0893,3.9488e-06,1.7587,p01289
1.1598,0.90718,1.8289e-07,1.6043,p01290
1.1301,0.98809,2.0291e-05,2.7997,p01291
0.98832,0.94226,4.0566e-07,3.2709,p01292
1.1208,1.1496,3.3636e-09,2.7048,p01293
1.0789,1.0214,7.9886e-14,2.4777,p01294
0.89761,1.0342,1.4249e-06,2.828,p01295
0.88466,1.1492,9.6447e-14,1.6617,p01296
1.1922,0.82297,1.2484e-14,3.3137,p01297
1.0456,1.1725,7.1104e-12,2.954,p01298
0.84086,1.1469,1.4441e-08,2.7383,p01299
0.85332,0.94554,2.8276e-13,2.361,p01300
0.94604,1.1989,4.2377e-12,3.3986,p01301
0.91851,1.0986,5.8062e-07,1.3362,p01302
1.1666,0.86526,1.0573e-10,3.4035,p01303
1.032,1.0929,3.2142e-09,1.1353,p01304
1.0242,0.93748,4.851e-12,2.633,p01305
0.85728,1.0919,3.9188e-14,2.6176,p01306
0.82968,1.0091,1.1694e-10,1.2039,p01307
0.90386,1.0182,0.00026158,1.244,p01308
1.0056,1.1965,2.9876e-10,3.0271,p01309
0.99965,1.1708,4.5131e-08,1.1938,p01310
1.1855,1.0662,3.9014e-12,0.56381,p01311
0.81816,0.84054,1.9684e-14,0.89837,p01312
1.1433,1.0017,2.9788e-09,2.8215,p01313
1.1472,1.1558,1.6526e-09,2.2521,p01314
0.98505,0.82984,4.495e-08,1.9413,p01315
0.88092,0.9058,5.0427e-10,1.516,p01316
1.0139,0.91882,7.8326e-08,2.7899,p01317
0.82621,0.89858,2.208e-14,2.4217,p01318
1.0203,1.0816,7.7137e-08,0.75303,p01319
0.86011,1.0327,3.84e-08,1.5592,p01320
0.9346,0.91263,7.6315e-15,3.3761,p01321
0.97357,0.91356,2.7144e-09,3.1185,p01322
1.0471,0.96348,9.0216e-13,3.342,p01323
1.0095,1.0838,3.0957e-13,3.0287,p01324
0.97624,1.0928,2.26e-09,3.2719,p01325
1.1956,0.8497,5.5526e-10,2.4533,p01326
0.85414,1.168,3.0403e-09,1.1448,p01327
1.142,0.80374,1.2588e-12,2.788,p01328
1.0337,1.0879,5.8254e-08,2.0682,p01329
1.0556,0.93159,6.2313e-05,1.042,p01330
1.0964,1.0001,3.4631e-06,3.0136,p01331
1.1955,1.0899,3.6623e-06,1.1027,p01332
1.164,1.0108,5.8864e-13,2.4175,p01333
0.96994,0.89196,3.781e-08,3.4417,p01334
0.93454,1.152,6.5024e-09,1.771,p01335
0.94529,1.1903,9.9626e-14,1.2859,p01336
1.1542,1.1554,3.3163e-12,1.3904,p01337
0.95731,0.90653,6.9024e-09,2.6603,p01338
1.0165,0.88131,1.6007e-12,0.52002,p01339
1.0116,0.86173,8.018e-11,2.0209,p01340
0.88919,0.99624,1.9657e-06,2.7871,p01341
1.1265,0.86537,4.572e-13,2.4188,p01342
0.82305,1.0448,9.5933e-06,3.384,p01343
0.84079,1.062,6.7573e-15,1.1019,p01344
0.99821,0.9003,1.286e-12,2.1658,p01345
1.1266,0.96744,3.4202e-08,2.0489,p01346
1.1922,1.1303,2.9599e-13,2.4239,p01347
0.91327,0.85783,4.8724e-08,0.7762,p01348
0.85507,0.86917,1.2483e-07,2.4342,p01349
0.89001,0.90044,1.1304e-06,1.9708,p01350
1.1465,0.86977,1.5328e-09,1.6098,p01351
0.91561,0.97453,6.1893e-08,2.0742,p01352
0.85939,0.96121,1.1307e-12,1.0027,p01353
0.91337,0.83861,1.5638e-12,2.8175,p01354
1.0598,0.98468,3.9e-10,2.1984,p01355
1.1883,1.0042,6.4287e-14,3.1284,p01356
1.0372,1.1769,1.4075e-06,2.3478,p01357
0.89282,1.1949,6.8941e-14,2.8857,p01358
0.9753,1.1396,1.3702e-07,2.2686,p01359
0.86249,0.96163,1.6257e-07,1.9387,p01360
0.86966,0.91285,3.3018e-14,2.8588,p01361
0.98794,1.0062,1.206e-09,1.3687,p01362
1.1949,1.0916,0.0002886,2.769,p01363
1.0812,1.1041,5.8255e-07,1.7918,p01364
1.157,0.85333,4.47e-14,3.3121,p01365
1.1565,1.1504,8.9592e-11,2.1536,p01366
0.95723,0.98283,7.1511e-15,3.0724,p01367
0.97495,1.0795,9.7436e-14,0.81565,p01368
1.1949,0.9583,8.4239e-10,1.0183,p01369
1.0851,0.90487,5.8868e-06,1.9729,p01370
1.0272,1.0036,9.9417e-11,0.81415,p01371
1.0522,0.80719,5.9632e-10,3.1813,p01372
1.0296,1.0964,1.8757e-08,1.4509,p01373
1.1323,0.89264,1.6043e-10,2.2321,p01374
1.0982,1.073,1.3822e-05,0.82184,p01375
1.0025,1.0941,0.00019245,3.4942,p01376
0.97239,0.95686,0.00033265,0.55089,p01377
0.88317,0.98633,1.8207e-12,3.4955,p01378
1.0781,0.81137,2.4193e-11,2.6302,p01379
0.81774,1.1513,1.4367e-13,0.52113,p01380
1.0104,0.87782,4.0718e-10,2.5204,p01381
0.87553,0.87676,9.2302e-09,3.0054,p01382
1.1547,1.1532,1.9624e-14,2.9227,p01383
1.138,0.86531,0.00017715,2.1036,p01384
0.84801,0.93743,1.1548e-10,0.886,p01385
0.83512,1.1579,0.0002432,1.0537,p01386
0.9206,0.99157,6.6317e-06,0.85959,p01387
0.90205,1.1696,2.505e-14,1.8096,p01388
1.0044,0.91402,1.2707e-07,0.956,p01389
0.86329,1.123,1.5313e-10,2.8862,p01390
1.0157,0.82533,2.2445e-10,2.1473,p01391
0.88208,1.1547,1.094e-14,2.5585,p01392
1.0735,1.1449,8.0709e-15,3.1624,p01393
0.94622,0.85758,3.5732e-09,1.5439,p01394
1.1467,0.96846,6.2746e-08,2.9346,p01395
1.0936,0.94272,7.1576e-12,2.2409,p01396
0.98678,1.1032,1.5875e-14,3.4888,p01397
1.103,0.88201,0.00018146,2.5254,p01398
0.99405,0.82522,0.00021467,2.3412,p01399
1.1838,0.96228,7.2334e-13,0.96524,p01400
1.1416,1.1448,0.00010097,3.407,p01401
1.121,0.92136,1.3138e-08,1.2208,p01402
1.0665,1.1598,5.9419e-11,1.5339,p01403
1.1186,1.003,2.5286e-11,0.95781,p01404
0.93387,1.1427,4.417e-08,0.72748,p01405
1.1667,0.99034,3.074e-13,2.0387,p01406
1.112,0.99247,7.1359e-08,0.68109,p01407
1.1033,0.96622,9.4711e-15,2.3232,p01408
1.0173,1.0185,1.2008e-12,1.3577,p01409
1.1265,1.0416,2.1752e-09,1.2258,p01410
0.83363,1.1529,1.4939e-07,2.9529,p01411
0.97165,1.1233,1.7499e-05,0.8747,p01412
0.88336,0.99218,7.7194e-11,2.8067,p01413
0.81764,0.99609,1.0272e-10,1.9443,p01414
1.1799,1.1832,1.995e-09,1.8698,p01415
0.95799,0.80948,3.1462e-11,3.4657,p01416
0.83158,0.90388,4.9405e-10,2.3705,p01417
0.9414,1.1627,8.3391e-15,1.7859,p01418
1.1856,1.0439,1.4833e-05,0.80829,p01419
0.80226,0.95804,5.2108e-11,0.887,p01420
0.88769,0.81962,4.8033e-14,1.7623,p01421
0.99392,1.0865,2.7846e-06,1.3223,p01422
1.1254,0.80959,2.1201e-13,3.3155,p01423
1.1886,0.92365,3.4766e-12,2.9373,p01424
0.85254,1.0797,0.0003916,2.3791,p01425
0.87024,0.89027,6.0483e-10,1.4543,p01426
0.95579,0.93342,9.7835e-09,3.4741,p01427
0.96382,1.1441,1.0005e-12,1.5036,p01428
0.94382,0.8057,1.2391e-10,3.4289,p01429
0.8512,0.99005,2.5637e-07,2.3181,p01430
1.1255,0.95475,6.7195e-12,2.6704,p01431
1.1299,0.8422,7.0493e-07,2.5812,p01432
0.95524,1.1356,2.2801e-07,0.50443,p01433
1.1823,1.1476,3.601e-07,0.7437,p01434
0.95101,0.82452,8.5413e-12,1.0729,p01435
1.021,1.0622,0.00041894,3.4795,p01436
0.84411,1.1267,1.9307e-13,2.239,p01437
0.81344,0.8131,2.0161e-09,1.5211,p01438
1.0602,1.176,8.0294e-12,1.7515,p01439
0.89276,0.88309,3.2951e-12,1.1869,p01440
1.0371,1.1485,5.2701e-10,2.5793,p01441
1.1377,0.82326,9.2633e-08,2.3418,p01442
1.1452,1.0908,2.7771e-09,2.8679,p01443
0.94095,0.89422,1.6846e-06,2.7559,p01444
1.0089,0.89317,1.505e-12,1.1418,p01445
0.98956,0.89478,7.0681e-14,1.0381,p01446
0.95119,0.88828,1.9261e-08,0.6939,p01447
0.86489,0.94572,0.00019938,1.6262,p01448
1.1505,1.0512,1.2631e-05,2.3884,p01449
0.95929,0.99076,8.9418e-11,1.832,p01450
1.06,0.8315,7.6309e-12,2.7706,p01451
1.0471,0.83343,9.6508e-07,0.64689,p01452
0.92374,1.1456,4.0922e-14,1.2995,p01453
0.85699,0.82619,2.4983e-10,1.9212,p01454
1.0768,0.82015,5.395e-14,0.72335,p01455
0.89721,0.87929,1.1231e-06,2.2037,p01456
0.85527,1.0631,3.4802e-07,2.3375,p01457
0.8553,0.91962,9.7998e-05,3.2627,p01458
0.89191,1.1495,1.6297e-06,0.80544,p01459
0.90924,0.96768,1.0599e-12,2.9778,p01460
1.0704,1.0592,6.2309e-12,2.9394,p01461
1.0068,0.83496,1.6992e-05,2.8573,p01462
1.0064,1.0711,2.3306e-05,3.3771,p01463
0.97083,0.8127,3.7484e-06,0.81285,p01464
1.1185,1.1641,1.3941e-05,2.309,p01465
1.1221,1.1627,5.0748e-12,0.62217,p01466
1.0767,1.0477,6.065e-07,3.2929,p01467
0.95474,0.8897,1.9164e-13,0.594,p01468
1.1792,0.92556,6.6015e-13,2.3782,p01469
0.81397,0.82722,3.9387e-11,1.6723,p01470
1.1306,1.0758,1.6013e-13,1.3462,p01471
0.91629,0.91091,6.9033e-06,2.0532,p01472
1.1066,0.91116,1.1948e-06,2.8799,p01473
0.95504,0.86183,1.8914e-05,1.3588,p01474
1.1654,0.95994,9.8806e-06,2.9125,p01475
0.83856,0.97086,3.1054e-09,2.2177,p01476
1.1165,0.94541,6.2976e-14,1.2728,p01477
0.94066,0.91728,8.7446e-06,2.1825,p01478
0.80245,0.99181,1.5474e-12,3.0703,p01479
0.92134,0.97732,2.5804e-12,1.8084,p01480
0.86525,0.98004,1.9007e-10,3.2889,p01481
0.99502,0.89979,9.7024e-10,2.9215,p01482
0.84015,0.8089,2.2596e-10,1.4938,p01483
1.0381,0.85053,1.2667e-06,0.75905,p01484
0.82982,1.0927,2.105e-14,2.4632,p01485
0.89945,0.93419,2.198e-09,2.3598,p01486
1.1215,0.88659,2.9875e-12,2.8029,p01487
1.0123,0.94645,1.5608e-12,3.4732,p01488
1.1999,1.0742,3.7071e-11,2.1736,p01489
0.92637,1.1149,1.3166e-08,1.5945,p01490
1.0677,1.0067,5.0922e-11,3.2119,p01491
1.1324,1.1597,0.00021912,3.3582,p01492
0.8638,0.80914,2.8406e-09,1.7774,p01493
1.0679,0.90207,5.0407e-06,2.0871,p01494
1.0501,0.82038,7.6309e-14,1.8344,p01495
1.1075,0.98345,5.2433e-08,1.7844,p01496
0.8675,0.96753,8.7129e-08,2.8854,p01497
1.1228,0.80528,1.1505e-10,2.8771,p01498
1.0842,1.0043,6.846e-05,0.57355,p01499
1.1339,1.0187,1.9003e-14,1.048,p01500
1.059,0.8854,0.00015575,1.573,p01501
0.81947,0.86065,2.6316e-11,1.5185,p01502
1.026,1.0299,6.9186e-11,2.9632,p01503
0.83433,0.90338,5.5811e-13,3.3259,p01504
0.97443,1.0332,2.8822e-11,1.7668,p01505
1.0731,0.89323,1.0944e-09,2.7665,p01506
0.83628,0.98474,9.4964e-09,2.422,p01507
0.82115,1.1562,1.1022e-10,3.2049,p01508
0.96012,0.89471,7.601e-07,1.2687,p01509
1.1833,1.0573,2.2303e-10,1.7303,p01510
0.96253,0.97062,4.0177e-10,2.8818,p01511
1.0949,0.80251,2.2194e-13,3.042,p01512
1.1223,1.0503,1.5196e-11,1.0395,p01513
0.99148,0.85589,8.7252e-09,2.5518,p01514
0.96794,0.88136,5.5072e-11,2.6894,p01515
0.96686,1.0011,3.1335e-10,1.4166,p01516
0.98866,1.1872,3.5121e-09,1.7257,p01517
1.0414,1.0031,1.8879e-08,3.4846,p01518
0.99129,1.1224,5.6634e-06,3.0238,p01519
0.84154,1.19,2.2038e-13,1.1687,p01520
0.94727,1.0757,1.9078e-10,0.92608,p01521
0.85274,1.1478,3.995e-14,2.6383,p01522
1.0576,1.1815,2.9117e-14,1.3917,p01523
1.0332,1.1376,0.00040755,2.986,p01524
0.94976,1.0824,2.9495e-05,1.3219,p01525
1.0143,0.92111,8.8336e-10,2.2659,p01526
0.94926,1.006,9.2445e-10,1.3039,p01527
0.84839,1.0722,7.9451e-13,2.6287,p01528
1.0696,1.0305,4.0874e-08,1.1241,p01529
1.1229,1.0846,7.3995e-12,2.77,p01530
1.0378,1.1538,4.9214e-08,1.7178,p01531
0.84503,1.0102,0.00038671,1.615,p01532
1.1122,0.83757,1.2834e-06,0.91994,p01533
1.1137,1.1623,7.6985e-10,2.6392,p01534
1.0148,0.8811,3.3815e-09,2.5466,p01535
1.0514,0.92354,2.0595e-12,1.4707,p01536
1.1507,0.97651,1.9728e-07,2.624,p01537
1.1069,0.94943,1.1085e-06,1.2553,p01538
0.89657,1.1701,7.1217e-11,3.2838,p01539
0.93588,0.98201,1.4333e-09,2.0978,p01540
0.89836,0.90672,1.2031e-13,0.91813,p01541
1.1919,0.97193,2.2596e-06,1.5496,p01542
0.82466,0.91419,4.0011e-06,1.7792,p01543
0.81496,0.86295,4.662e-12,2.3613,p01544
0.92744,1.0618,4.9232e-07,2.1788,p01545
0.87861,0.88121,2.3528e-06,2.2283,p01546
1.1705,0.9459,3.2553e-05,3.1229,p01547
1.0565,0.80006,5.0834e-15,3.2675,p01548
1.0651,0.87699,6.1748e-13,2.0851,p01549
0.94524,0.86739,2.5006e-06,1.7603,p01550
0.8263,1.0678,8.2766e-08,0.78335,p01551
0.98973,1.0204,1.0732e-05,2.2372,p01552
1.1429,0.87412,3.8064e-08,0.99643,p01553
1.1244,1.1811,2.82e-09,0.92278,p01554
1.0571,1.0443,1.8354e-07,0.8648,p01555
1.0537,0.90702,2.3788e-07,0.62603,p01556
1.0262,1.0135,3.1987e-07,0.95136,p01557
0.84346,0.85024,2.0517e-08,1.3408,p01558
1.1978,0.86296,3.1072e-05,3.4967,p01559
0.99956,1.1276,2.5113e-10,2.2855,p01560
1.0903,1.1891,5.5469e-13,1.5742,p01561
0.94766,0.94833,5.193e-05,1.057,p01562
0.92426,1.0478,0.00034743,2.1185,p01563
1.0911,1.188,2.5145e-13,2.6824,p01564
0.92628,0.93011,1.0096e-12,2.6121,p01565
0.95014,1.0607,2.8933e-11,1.3141,p01566
0.89326,0.96917,8.7552e-13,3,p01567
0.87011,0.81798,0.00021609,3.3822,p01568
0.82392,0.91769,1.6524e-10,1.5822,p01569
0.86338,0.97584,1.2957e-05,1.8562,p01570
1.0815,1.1548,4.735e-11,3.1976,p01571
1.1318,0.88618,1.1414e-10,1.7159,p01572
1.0223,1.1464,3.3023e-09,2.9045,p01573
1.143,1.1761,8.3526e-07,2.4313,p01574
0.91154,1.1851,4.2619e-12,0.63824,p01575
1.0221,0.96933,9.8487e-15,2.244,p01576
1.0162,0.99865,1.1064e-14,1.5653,p01577
0.99473,0.92929,3.002e-08,0.62486,p01578
1.1502,1.0273,9.9269e-14,1.8316,p01579
1.0661,0.87847,1.0971e-05,3.3509,p01580
0.80496,1.0588,8.1085e-10,0.79819,p01581
0.97311,1.1423,4.7138e-06,0.93943,p01582
1.0073,1.1497,3.4777e-06,2.8484,p01583
1.1679,0.91591,1.4871e-11,0.76869,p01584
1.127,1.0648,6.5625e-14,3.4786,p01585
0.87945,1.0832,1.4707e-05,2.6577,p01586
1.0328,1.1271,8.2427e-13,1.7022,p01587
0.92227,0.94762,8.4126e-15,1.7552,p01588
0.83814,1.0624,4.0846e-11,2.6549,p01589
0.98706,1.197,1.2669e-12,1.0818,p01590
0.9177,1.0294,9.367e-05,1.6008,p01591
1.177,0.83964,3.5664e-08,2.1016,p01592
0.84254,0.87229,6.335e-08,1.6092,p01593
0.92113,1.1273,5.8224e-09,3.2275,p01594
0.88674,1.0717,3.0976e-07,3.3658,p01595
0.86683,0.88101,2.5757e-07,1.3308,p01596
1.1835,0.87213,2.0955e-08,2.3205,p01597
0.95131,0.91704,2.8663e-09,2.5713,p01598
1.055,1.1955,3.9771e-12,2.2602,p01599
0.98126,1.1541,1.3914e-13,1.6366,p01600
1.1864,1.0208,3.221e-06,2.3833,p01601
1.1729,1.1813,1.1515e-07,1.5336,p01602
1.0158,1.0087,1.7767e-12,0.94138,p01603
1.0882,0.82092,4.6667e-07,1.3252,p01604
1.1743,1.0612,8.7797e-11,1.3741,p01605
0.94055,1.0038,2.2292e-08,0.83586,p01606
1.08,0.94451,1.1552e-09,2.7907,p01607
1.0685,1.075,1.2406e-09,1.7069,p01608
0.81114,0.99625,1.4959e-12,1.6199,p01609
0.97946,1.076,1.7897e-13,0.82635,p01610
0.8568,0.89958,1.0475e-08,0.82456,p01611
0.97943,1.109,1.2924e-11,2.3459,p01612
0.86689,1.0951,2.3947e-05,1.5292,p01613
1.0462,0.91526,2.4487e-11,1.2368,p01614
1.0909,1.0202,2.0225e-08,2.1286,p01615
1.1532,1.0072,7.0937e-12,1.6586,p01616
0.88569,0.84117,4.8134e-08,3.0296,p01617
0.81535,0.92598,1.346e-06,2.2873,p01618
0.96874,1.0383,1.6661e-11,2.6414,p01619
1.0535,1.0453,1.4294e-10,0.55261,p01620
1.0682,0.95706,5.6248e-08,0.54291,p01621
1.1187,1.1523,3.4946e-07,1.86,p01622
0.8214,0.92608,2.7987e-12,2.9719,p01623
0.92054,1.0255,1.5423e-07,2.7183,p01624
0.94425,1.05,4.8867e-06,3.1255,p01625
1.0261,0.85417,4.2418e-12,2.8454,p01626
0.92032,0.98038,1.5345e-05,0.77328,p01627
1.1698,0.90696,2.0019e-12,2.7944,p01628
1.1618,1.1737,2.2025e-05,0.97883,p01629
0.86642,0.91254,8.0166e-12,0.55934,p01630
1.1348,0.89588,8.5287e-08,1.4616,p01631
0.92973,1.179,6.4886e-05,1.9197,p01632
1.1005,0.91459,1.5049e-07,0.91874,p01633
1.1018,0.98702,2.8667e-14,2.4829,p01634
0.91481,0.91385,8.1381e-14,2.0404,p01635
0.91139,0.99972,7.7262e-11,1.5467,p01636
0.86566,0.80051,3.6506e-12,1.8363,p01637
1.0281,0.91077,3.2103e-10,1.6805,p01638
1.1271,0.84091,1.089e-13,0.97753,p01639
0.87088,1.0192,1.456e-06,2.444,p01640
1.0793,0.88856,4.69e-13,0.70925,p01641
0.91131,1.0055,2.6638e-12,2.8422,p01642
1.0376,0.82243,2.9983e-08,1.4623,p01643
1.074,0.80692,5.5235e-08,2.2605,p01644
0.89791,0.80749,2.309e-05,2.8275,p01645
1.1913,0.85283,6.6231e-11,2.833,p01646
1.1762,1.1728,2.433e-06,1.1409,p01647
0.96391,1.0721,7.0228e-12,1.473,p01648
0.87849,1.1542,1.3343e-05,2.1151,p01649
0.8081,0.95037,3.0945e-05,2.5193,p01650
0.80462,1.1161,4.9442e-09,1.925,p01651
1.1393,0.8187,4.7443e-08,2.7893,p01652
1.1487,1.0023,1.5232e-13,2.4831,p01653
1.0016,0.81387,1.2248e-05,2.6274,p01654
0.82928,1.1045,7.3821e-14,1.1761,p01655
1.0899,1.1819,0.00024401,2.3516,p01656
1.1583,0.86344,3.8386e-09,2.1698,p01657
1.0313,0.92784,2.1659e-10,2.8514,p01658
1.0531,0.83588,2.4667e-07,2.7126,p01659
1.047,1.1759,2.4974e-08,2.4234,p01660
0.96753,0.81759,4.1434e-13,2.9704,p01661
0.8922,0.90503,3.2268e-05,2.3057,p01662
1.1588,1.0858,1.4548e-07,1.3335,p01663
1.0204,1.0516,2.7682e-05,3.0632,p01664
0.83295,1.033,1.3582e-06,2.6836,p01665
1.1475,1.1824,3.4303e-13,2.9562,p01666
1.1481,0.85996,1.7905e-09,1.6427,p01667
0.81836,0.9891,1.1345e-10,1.4673,p01668
1.1991,0.83311,2.4112e-07,1.2232,p01669
1.0435,1.0367,9.8764e-15,2.9723,p01670
1.1499,0.84731,1.571e-07,1.8147,p01671
0.81989,0.81333,4.0632e-13,3.3625,p01672
1.1093,1.0785,1.5769e-07,3.0458,p01673
0.80693,1.0259,6.0257e-08,1.2292,p01674
0.92587,1.0497,2.7499e-05,2.0137,p01675
1.1571,1.1733,2.6818e-13,1.7013,p01676
1.078,1.1394,2.5162e-09,1.5022,p01677
0.82148,1.0425,2.2959e-14,2.6632,p01678
1.1679,0.95974,0.0002055,1.33,p01679
0.97342,0.90544,3.0961e-14,0.70352,p01680
1.1067,1.0131,3.2589e-13,2.5291,p01681
1.1699,1.0842,8.4518e-05,1.9346,p01682
0.8629,0.95634,1.0193e-07,0.78422,p01683
1.1451,0.8756,1.4571e-12,2.4985,p01684
1.0244,1.1837,1.0447e-09,2.4333,p01685
0.80024,1.1157,1.9101e-06,1.7422,p01686
1.0747,1.0156,9.2535e-11,1.0046,p01687
1.106,1.0364,1.7635e-09,2.9036,p01688
1.1806,1.0589,6.9757e-09,1.5898,p01689
0.98575,0.97425,2.1618e-09,3.3368,p01690
1.169,0.95667,5.7584e-05,0.94409,p01691
0.90565,0.95381,3.0399e-05,1.7501,p01692
0.98309,0.97136,2.869e-10,1.7007,p01693
1.1409,0.98769,1.1367e-10,1.7574,p01694
1.0176,1.0568,8.8453e-07,1.3015,p01695
0.94844,1.1262,2.2698e-13,1.9277,p01696
0.9269,0.89216,8.3958e-14,0.5622,p01697
1.1817,0.87098,4.1115e-14,3.1733,p01698
1.1703,1.0934,5.9849e-11,3.1912,p01699
0.98833,0.97306,0.00027368,3.2801,p01700
1.0762,0.8126,1.5343e-14,0.71195,p01701
1.159,1.1612,5.2734e-06,1.7642,p01702
1.1466,0.99122,3.3409e-10,1.1053,p01703
0.84359,0.92563,1.6362e-12,1.0105,p01704
0.93515,0.95148,1.5992e-07,1.5724,p01705
0.99974,1.043,1.3621e-05,0.76593,p01706
0.95533,1.0604,9.7223e-07,2.0693,p01707
1.1134,1.0913,7.1654e-11,2.8143,p01708
0.84452,1.0096,3.4347e-10,3.18,p01709
0.91193,1.0145,0.00016555,3.1384,p01710
0.80654,1.1757,1.8451e-14,3.0449,p01711
0.80207,1.1242,1.3777e-06,1.5347,p01712
0.92986,0.90291,2.6246e-08,2.6923,p01713
0.86897,0.9655,4.5913e-09,2.3401,p01714
0.983,1.1724,1.8947e-06,3.3875,p01715
1.0269,0.87913,2.6187e-07,1.9006,p01716
0.97544,1.1467,2.0487e-10,0.76407,p01717
1.0392,1.135,1.8042e-06,1.1727,p01718
0.90289,0.92814,1.4599e-09,1.0018,p01719
0.88524,0.96516,3.785e-10,1.7931,p01720
0.9084,0.83705,7.696e-15,2.7887,p01721
1.1437,1.0955,7.5245e-06,1.5377,p01722
0.95635,1.1164,2.7535e-13,2.3971,p01723
0.91957,1.1159,2.951e-11,1.7492,p01724
0.92073,0.82081,2.5811e-10,3.0278,p01725
0.81333,0.84781,1.2325e-07,2.1506,p01726
1.1927,1.1096,3.8199e-11,2.8761,p01727
0.90733,1.166,3.8813e-10,2.233,p01728
0.95835,0.99548,2.6037e-06,1.8525,p01729
1.1139,0.82854,7.3782e-10,3.261,p01730
0.81632,0.95129,4.8277e-12,1.0231,p01731
1.1371,1.077,5.1124e-10,2.4736,p01732
0.97055,0.82764,4.9904e-12,2.8158,p01733
0.92941,0.96587,2.1656e-13,1.0834,p01734
1.052,1.0271,4.3217e-07,1.1973,p01735
1.1546,1.0246,4.5229e-12,1.1852,p01736
0.92235,0.92232,0.00044521,2.0305,p01737
0.89449,0.88291,6.6973e-09,0.96342,p01738
1.1333,1.0892,1.6563e-12,2.1068,p01739
0.82179,0.98567,2.2337e-06,1.7118,p01740
1.1194,0.84242,1.8856e-09,2.1944,p01741
1.0872,1.1882,3.9755e-14,2.5228,p01742
1.0645,1.0733,4.2686e-10,3.2342,p01743
1.0873,0.97316,4.0588e-05,1.9328,p01744
0.94598,1.1463,3.8701e-11,1.4559,p01745
0.95271,1.1687,2.5014e-13,3.0887,p01746
0.90213,1.0661,4.2408e-06,2.5059,p01747
0.96813,0.97684,1.3126e-06,3.4169,p01748
0.82426,1.1087,1.1932e-08,2.2648,p01749
1.1732,1.1594,4.3381e-10,1.6258,p01750
0.97838,1.0463,6.6668e-12,2.6903,p01751
1.1523,1.1708,1.0352e-14,2.2258,p01752
0.92067,0.97435,3.8622e-05,3.4117,p01753
1.1509,0.96666,7.8886e-12,1.5693,p01754
1.0306,0.91621,3.9595e-13,1.753,p01755
0.88145,1.1249,0.00028677,1.9823,p01756
0.87173,1.1972,1.5678e-10,2.449,p01757
0.92608,0.84923,1.1621e-11,2.4395,p01758
0.86786,1.1793,1.5559e-09,1.7197,p01759
1.1824,0.96411,3.3723e-07,2.3827,p01760
0.9406,0.9719,0.00019039,2.3889,p01761
1.0351,0.8666,1.9152e-06,0.66085,p01762
0.8141,1.1395,0.00048681,0.91299,p01763
0.98141,0.93889,2.1655e-12,0.93813,p01764
1.1217,1.1707,0.00020459,0.95027,p01765
1.0364,1.1506,7.0139e-10,1.4883,p01766
1.0064,1.1031,3.6878e-11,1.7613,p01767
0.9019,1.1381,3.0244e-07,1.1916,p01768
1.121,1.1692,8.3137e-07,1.9168,p01769
0.92283,1.1975,1.102e-06,2.0599,p01770
1.1975,1.0041,3.3141e-06,2.2418,p01771
0.98732,0.92752,0.0001318,2.4,p01772
1.1373,1.1185,9.959e-09,1.851,p01773
1.196,1.1634,4.865e-14,0.53714,p01774
0.83177,0.81208,3.9001e-06,2.5565,p01775
1.196,0.93372,7.4211e-09,0.88034,p01776
1.0491,1.0511,8.0394e-14,3.316,p01777
1.0544,0.80886,2.1651e-08,3.2685,p01778
1.1101,0.92623,6.4868e-12,1.3148,p01779
0.89825,1.1805,5.1627e-10,1.3994,p01780
1.0818,1.0112,5.9848e-15,1.6693,p01781
1.0156,0.9438,5.138e-14,2.5296,p01782
0.99987,0.90247,2.7426e-08,1.4229,p01783
1.0854,0.94155,9.9467e-13,2.1776,p01784
1.0178,1.126,9.2068e-15,0.55582,p01785
1.0292,1.1777,1.374e-08,0.89909,p01786
1.1288,0.87483,1.9736e-10,2.4966,p01787
0.83569,1.0957,1.4327e-05,3.1323,p01788
1.0895,0.94341,8.5923e-07,3.2721,p01789
0.97477,0.95324,3.6352e-12,2.3141,p01790
0.82932,0.80491,2.8376e-12,2.4536,p01791
1.0278,1.0189,1.1884e-06,0.5583,p01792
1.0271,0.82607,2.9118e-07,0.71039,p01793
0.84335,0.99343,5.9752e-09,2.4881,p01794
1.1828,1.1374,2.2786e-14,2.9102,p01795
0.87214,0.96142,5.7145e-11,1.4749,p01796
0.95807,1.0116,7.5432e-13,2.9688,p01797
0.86608,0.91166,1.8598e-07,2.8088,p01798
1.0099,0.98125,5.4028e-09,1.1186,p01799
0.81168,0.99828,6.4055e-14,1.7025,p01800
1.0841,0.80733,6.3675e-12,1.2583,p01801
1.1952,0.98149,5.7443e-11,0.75105,p01802
0.81863,0.83691,4.6131e-13,2.1839,p01803
1.1037,1.1127,4.5005e-14,0.73396,p01804
1.0629,1.1145,5.7374e-05,0.62158,p01805
