wind_speed,swr,a_seiche,par_id
1.138,0.92463,0.00017551,p00697
0.94703,0.83269,0.00013712,p00698
1.0428,1.0343,0.00013929,p00699
1.1537,0.96258,0.00021798,p00700
1.0859,1.1956,0.00018846,p00701
1.0081,1.1846,8.5094e-05,p00702
0.81509,1.0233,0.0002992,p00703
0.83039,1.0938,0.0002914,p00704
0.95829,0.92985,0.0002713,p00705
0.81899,0.97508,0.00010449,p00706
0.84476,1.1919,0.00028589,p00707
1.0816,0.82555,0.00022465,p00708
1.0169,1.1154,0.00010911,p00709
0.85472,1.0762,0.00027406,p00710
1.1872,0.85565,0.00013596,p00711
0.89025,1.1674,0.00019866,p00712
1.0347,0.82824,8.8943e-05,p00713
0.83327,1.178,0.00017605,p00714
0.84425,1.0483,0.00014218,p00715
0.99301,0.86165,0.00012511,p00716
0.82818,1.0098,0.00025438,p00717
1.0456,1.08,0.00017271,p00718
0.84097,0.93644,0.00012864,p00719
1.1539,1.1685,0.00024767,p00720
0.87738,0.97483,9.0845e-05,p00721
1.0347,0.93911,9.6883e-05,p00722
1.1592,1.1071,0.00016872,p00723
0.82671,1.0656,0.00014563,p00724
0.8195,1.1023,0.00022931,p00725
0.93569,1.1349,0.00010823,p00726
1.1894,0.85856,0.00023086,p00727
0.97593,0.96728,0.00013705,p00728
1.0633,0.80337,0.00023916,p00729
1.1396,0.81726,0.00022968,p00730
1.1355,1.0916,0.00023112,p00731
0.81884,0.87572,0.00018895,p00732
0.95005,0.80402,0.0002282,p00733
0.95195,0.94931,0.00018372,p00734
0.85642,0.82302,0.00016593,p00735
1.0286,1.0601,0.00021266,p00736
1.1995,1.125,0.00021559,p00737
0.90393,1.1615,8.3915e-05,p00738
1.0881,0.85453,0.00010423,p00739
1.0963,0.87414,0.00011785,p00740
0.91435,1.1777,0.00014965,p00741
0.91838,1.1247,0.0001036,p00742
1.1856,0.9478,0.0002683,p00743
1.1254,0.83525,0.00027754,p00744
0.87336,1.1173,0.00022003,p00745
0.86249,1.0331,9.3523e-05,p00746
1.0342,0.98038,0.00014249,p00747
0.98211,1.0714,0.00012908,p00748
1.1362,1.1778,0.00011315,p00749
1.1235,1.0306,0.00021733,p00750
0.86698,0.91114,9.8674e-05,p00751
1.0092,0.84201,0.00017149,p00752
1.0745,1.0656,0.0002297,p00753
1.1916,1.0494,0.00010805,p00754
1.0522,1.1962,0.00026743,p00755
0.90499,0.85924,0.00022953,p00756
0.91238,1.1879,0.00018557,p00757
0.97314,0.84632,0.00028687,p00758
0.99764,0.8629,8.9785e-05,p00759
0.81404,0.87637,0.00011599,p00760
1.0171,0.95772,0.00020234,p00761
1.1647,1.0889,0.00015713,p00762
1.0545,1.1345,0.00023037,p00763
0.85134,1.0645,0.00022016,p00764
0.81094,0.90522,0.00019057,p00765
1.1505,1.1105,8.0727e-05,p00766
0.80648,1.199,0.00015709,p00767
0.90584,1.1408,9.7029e-05,p00768
0.89177,0.96222,0.00024358,p00769
0.83762,0.8673,0.00024778,p00770
0.96193,0.92565,9.5443e-05,p00771
1.1201,0.87359,0.0002471,p00772
0.98957,1.1088,0.00017093,p00773
1.1369,1.1654,0.00020585,p00774
0.85583,1.1482,0.00011905,p00775
1.1684,1.0202,0.00027533,p00776
1.1987,0.94441,0.00019383,p00777
1.0826,0.89542,0.00015401,p00778
1.0673,1.1238,0.0002197,p00779
0.91009,1.0032,0.00015651,p00780
0.99508,1.0685,0.00029986,p00781
0.98309,1.0621,8.4778e-05,p00782
0.94597,0.95906,0.00013206,p00783
0.83788,0.90678,0.00026505,p00784
1.1817,1.1959,0.000113,p00785
1.1239,0.90046,0.00028129,p00786
0.96229,0.97369,0.00010579,p00787
1.1059,0.95363,0.00016186,p00788
1.1395,0.96273,0.00023734,p00789
0.83682,1.0517,0.00010688,p00790
1.1038,0.99767,0.00019789,p00791
0.94826,1.0122,9.0264e-05,p00792
1.1808,0.87465,0.00013405,p00793
0.97436,1.0943,0.00013955,p00794
1.1128,0.91661,0.00018208,p00795
0.80641,0.958,0.00025653,p00796
1.1746,1.027,0.00017639,p00797
1.1757,0.915,0.00019552,p00798
0.95781,0.94712,0.00018594,p00799
0.94473,0.87937,0.00024241,p00800
0.81495,1.0217,0.00028512,p00801
0.86569,1.0535,0.00017491,p00802
0.95321,0.98565,0.00025059,p00803
1.0082,0.88767,8.9399e-05,p00804
0.83974,0.8222,0.00026648,p00805
1.0112,1.1014,0.00024947,p00806
0.98903,0.9718,0.00021698,p00807
0.85029,1.1312,0.00029467,p00808
1.0068,1.1436,8.3422e-05,p00809
1.1648,1.1936,0.00013104,p00810
0.84899,1.1951,9.3275e-05,p00811
0.95375,1.0987,0.00025752,p00812
0.96568,1.056,0.00025855,p00813
1.0403,1.0969,0.00020813,p00814
1.0059,0.82481,0.00020818,p00815
0.82952,1.0426,0.00021838,p00816
1.1885,1.168,8.7275e-05,p00817
0.86481,0.84303,0.0002731,p00818
1.1087,0.99735,0.00020927,p00819
1.1502,1.067,0.00010335,p00820
1.0903,1.0723,0.00028398,p00821
1.092,0.81396,0.00027835,p00822
1.071,0.85732,0.00027578,p00823
0.83599,1.0912,0.00014349,p00824
0.84533,0.97025,9.068e-05,p00825
0.86679,0.90977,0.00029376,p00826
0.82898,0.87423,0.00018445,p00827
1.1468,0.90986,0.00022628,p00828
1.1667,1.1372,0.00024964,p00829
1.0308,0.97784,8.093e-05,p00830
1.0769,0.93189,0.00016534,p00831
0.95294,0.90469,0.00017031,p00832
0.88888,1.152,0.00018016,p00833
0.93414,0.85556,0.00027133,p00834
1.0005,1.0544,0.00022437,p00835
0.90421,0.99345,8.4597e-05,p00836
0.9677,1.1873,0.00016588,p00837
1.0796,0.8546,0.00019001,p00838
1.0416,0.926,0.00026486,p00839
0.91378,1.0593,0.00018056,p00840
0.88606,1.0747,0.00015541,p00841
0.99413,1.0351,8.3786e-05,p00842
0.96803,0.82345,0.00020277,p00843
0.96219,0.83345,0.00026753,p00844
0.85186,0.9094,0.00019876,p00845
0.98291,0.95426,0.00010509,p00846
1.1159,0.98395,0.00025016,p00847
1.144,1.1583,0.00020912,p00848
1.156,0.95787,0.00012787,p00849
1.1271,1.1405,0.00024671,p00850
0.82972,0.93606,0.000224,p00851
0.84472,1.0049,0.00018122,p00852
0.95017,1.0802,9.3719e-05,p00853
1.0191,0.83781,0.00017305,p00854
1.0295,1.1367,0.00013082,p00855
1.1547,1.0321,0.00017752,p00856
1.0911,0.82994,0.00025874,p00857
0.97647,0.96718,0.00025798,p00858
0.91326,0.98246,0.00025666,p00859
1.147,0.90796,0.00025957,p00860
1.076,1.0061,0.00015562,p00861
1.1559,1.02,0.00014934,p00862
1.0493,0.8665,8.7164e-05,p00863
0.85325,1.0618,0.00020145,p00864
0.98642,1.075,0.00020311,p00865
1.069,1.0353,0.00028297,p00866
1.1523,1.0071,0.00011769,p00867
0.93106,0.91284,0.00029397,p00868
0.91751,1.1687,0.00027499,p00869
0.98543,0.95861,0.00022843,p00870
1.1458,0.97937,0.00025233,p00871
1.1912,1.0561,0.00022683,p00872
0.93316,0.87347,9.7599e-05,p00873
0.8995,1.0541,0.0001637,p00874
0.93989,0.99627,0.00024837,p00875
0.97878,0.92102,0.00020866,p00876
0.82554,1.1859,0.00010108,p00877
0.9259,1.0151,0.00021902,p00878
0.98913,1.1502,0.000128,p00879
0.82655,1.1983,0.00012804,p00880
1.0205,1.0422,0.00021318,p00881
0.91216,1.1244,0.00019426,p00882
1.1772,1.1265,0.00023552,p00883
0.85589,0.91441,0.00015061,p00884
0.94156,1.0734,0.00021746,p00885
1.0882,0.87176,0.00019975,p00886
0.99029,1.0362,0.00027045,p00887
0.84967,1.084,0.00014486,p00888
0.90511,0.86546,8.5624e-05,p00889
1.0385,0.95703,0.00017856,p00890
1.1697,1.0466,0.00022243,p00891
0.82216,1.0052,0.00025823,p00892
1.0682,0.94246,0.00015945,p00893
1.1669,1.1384,9.2836e-05,p00894
0.86743,1.1885,0.00011755,p00895
1.1227,1.1048,0.0001995,p00896
1.0078,1.0661,0.00029682,p00897
1.1824,0.82276,9.4609e-05,p00898
1.1873,0.87102,0.00024295,p00899
0.90374,0.98365,0.00022036,p00900
1.1742,1.0552,0.00020363,p00901
1.1218,1.1909,0.00013512,p00902
0.92614,1.0929,0.00015606,p00903
0.81965,1.0219,0.00013255,p00904
0.97209,1.0485,0.00012118,p00905
0.9199,0.88214,0.00025513,p00906
1.1156,1.0325,0.00019801,p00907
0.82243,1.1069,0.00025928,p00908
0.91135,0.84503,0.00023166,p00909
1.1624,0.85467,0.00024003,p00910
0.95589,0.98812,0.0002921,p00911
0.81648,0.93926,0.00026175,p00912
0.95273,1.0909,0.00026749,p00913
0.883,1.0424,0.00024676,p00914
1.1352,0.81275,0.00028321,p00915
1.1587,0.86182,0.00016127,p00916
1.1798,0.85941,0.00027686,p00917
1.1347,0.95943,0.00016275,p00918
0.90512,0.82444,0.0001575,p00919
1.1259,0.81201,0.00026589,p00920
0.81458,1.0145,0.00024545,p00921
0.86219,0.97166,0.00020841,p00922
0.83009,0.94551,0.00015531,p00923
0.85892,1.1508,0.00019931,p00924
1.165,1.029,0.00024973,p00925
0.88088,1.0407,0.00010127,p00926
0.91688,1.1556,0.00014012,p00927
1.1751,1.0852,0.00017329,p00928
0.97176,1.0647,0.00011355,p00929
1.1044,1.1656,0.0002928,p00930
0.99605,0.94025,0.00029416,p00931
1.153,0.86014,0.00022511,p00932
0.95744,0.87627,0.000133,p00933
1.138,0.89188,0.00016052,p00934
0.97657,1.1105,0.00023795,p00935
1.0355,0.87651,0.00015725,p00936
0.91145,0.92147,0.00010523,p00937
0.92173,0.96659,0.00029866,p00938
1.0669,0.80362,0.00011184,p00939
1.0507,1.013,0.00028884,p00940
1.1491,0.8648,0.00019607,p00941
1.143,1.1086,0.00023415,p00942
0.87353,1.0261,0.00024599,p00943
0.89203,1.0868,0.00019412,p00944
1.1534,1.0662,0.00016122,p00945
0.88237,1.1945,0.00021339,p00946
1.1614,1.1092,0.00024279,p00947
0.95118,1.1752,0.00019922,p00948
0.80352,0.98348,0.00012045,p00949
0.9702,1.153,0.00019647,p00950
1.0646,0.89163,0.00010746,p00951
1.0125,1.1424,0.00015363,p00952
1.1218,0.98541,9.8131e-05,p00953
0.91581,1.1064,0.00012522,p00954
0.84605,0.98518,0.00029895,p00955
1.0237,0.99648,0.00013045,p00956
0.89022,0.87949,0.00029838,p00957
1.0338,1.0624,0.00013768,p00958
0.89746,0.86136,0.00019875,p00959
0.94317,0.85994,0.00024046,p00960
1.0973,0.9382,8.9628e-05,p00961
0.97004,1.0236,0.00011081,p00962
0.91453,0.80648,0.0001375,p00963
0.93078,1.0267,0.00021058,p00964
0.83702,0.94121,9.2501e-05,p00965
0.82538,1.0201,0.0002954,p00966
0.80051,1.1841,0.00016653,p00967
1.0174,0.84605,0.00012447,p00968
1.0455,1.0186,0.00029463,p00969
0.95797,0.81929,0.00025339,p00970
1.1477,1.0799,0.00028597,p00971
0.84422,1.0438,0.00025116,p00972
1.1471,1.01,0.00027575,p00973
0.93551,0.9027,0.00023509,p00974
0.98849,0.93872,0.00026413,p00975
1.1524,1.1538,0.00024132,p00976
1.0741,0.90505,8.0365e-05,p00977
1.1309,0.81063,0.0001762,p00978
0.95384,0.96093,0.00025762,p00979
0.93804,0.95741,0.00023062,p00980
0.90911,1.1122,9.7136e-05,p00981
0.81921,1.1741,9.8517e-05,p00982
1.0242,1.0463,0.00018034,p00983
1.1243,0.94823,0.00026559,p00984
0.97575,1.1632,0.00022905,p00985
0.88062,1.085,0.00012932,p00986
0.93894,0.83375,0.00027614,p00987
1.0543,1.058,9.9643e-05,p00988
1.1421,1.0672,0.00028705,p00989
0.98592,1.1954,0.00021275,p00990
0.92871,0.94488,0.00020658,p00991
1.1546,1.1771,0.00024433,p00992
1.0949,1.1927,0.00010602,p00993
1.1437,1.0414,0.00027383,p00994
0.99011,1.1934,0.00022722,p00995
0.81617,1.0402,0.00016697,p00996
0.83901,1.128,0.00016549,p00997
0.99068,0.831,9.5217e-05,p00998
1.1082,1.0059,0.00019343,p00999
1.1459,0.91374,0.00026377,p01000
1.0328,0.88641,0.00027016,p01001
1.0263,0.85147,0.00022222,p01002
0.96005,1.105,0.00015919,p01003
1.1597,0.91064,0.00028416,p01004
1.0789,0.80096,0.00025146,p01005
0.81565,1.0169,0.00027733,p01006
1.0712,0.94377,0.00027296,p01007
1.1187,0.94002,0.00023406,p01008
0.90787,1.0083,0.00028882,p01009
1.1163,1.1985,0.00018996,p01010
0.997,0.93841,0.00018923,p01011
1.0989,0.99722,0.00010779,p01012
0.97947,0.8927,0.00029857,p01013
0.9405,1.0566,9.319e-05,p01014
0.80534,0.80427,0.00011936,p01015
1.0872,0.94082,0.00021936,p01016
1.1136,1.0254,0.00010368,p01017
0.88096,0.88039,0.00012497,p01018
1.0785,1.1287,0.00011448,p01019
0.94466,1.1682,0.00017002,p01020
0.87191,0.86886,0.00017056,p01021
0.99755,1.0179,0.0002437,p01022
0.97492,0.87991,0.00027562,p01023
1.0001,0.96014,0.00027364,p01024
0.87906,0.87746,0.00010908,p01025
1.1588,1.0459,0.00017103,p01026
1.0954,0.82326,9.5508e-05,p01027
1.1089,1.0984,0.00019374,p01028
0.82122,1.1647,0.00026365,p01029
1.0157,0.80552,0.00010404,p01030
0.93874,1.0245,0.00023244,p01031
1.1469,0.92343,0.00018835,p01032
0.86237,1.0137,0.00011034,p01033
1.1466,1.1326,0.00025328,p01034
0.91094,0.81851,0.00025106,p01035
0.89398,0.92288,0.00025448,p01036
1.1354,1.0883,0.00023806,p01037
0.81862,0.95463,0.00016746,p01038
1.0303,1.0896,0.00023003,p01039
1.1606,0.87718,0.00028516,p01040
1.1198,0.8356,0.00014474,p01041
1.0364,0.91545,0.0002554,p01042
0.89002,0.96085,0.00010627,p01043
1.1959,1.0271,0.00016991,p01044
1.1733,1.0053,0.00023195,p01045
1.1642,1.0478,0.0001125,p01046
1.0041,1.0273,0.00017648,p01047
1.164,0.96053,0.00021203,p01048
1.0818,1.0864,0.00026632,p01049
0.96149,0.82386,0.00012181,p01050
1.0598,0.90443,0.00013844,p01051
0.81265,0.99038,9.1795e-05,p01052
0.85485,0.94898,0.00028602,p01053
0.91535,1.0311,0.00013284,p01054
0.97634,0.85124,0.00010589,p01055
1.185,1.179,0.00028255,p01056
0.96845,1.0742,0.00025362,p01057
1.0532,0.9284,0.00029787,p01058
1.1026,1.0999,0.00017864,p01059
1.0721,0.94752,0.00016642,p01060
0.81833,0.80041,0.00012057,p01061
1.1531,1.1991,0.00029257,p01062
1.1929,0.88266,0.00012654,p01063
1.099,1.1077,0.00015346,p01064
0.85966,1.0695,0.00011486,p01065
1.0658,0.9259,0.0002917,p01066
0.96563,0.958,0.00025246,p01067
1.0661,1.0347,0.00018665,p01068
1.1552,0.92071,0.00026974,p01069
0.91245,1.1868,0.00024466,p01070
0.89517,0.99892,0.00016969,p01071
1.1852,1.1182,0.00013745,p01072
1.1927,1.0092,9.3002e-05,p01073
0.87133,1.0317,0.00020637,p01074
0.94436,0.96891,0.00011619,p01075
0.90005,1.1453,8.9572e-05,p01076
0.89033,0.89758,0.00022957,p01077
0.81005,0.95376,0.0001236,p01078
0.83235,0.90946,0.00027492,p01079
0.95737,0.93003,0.00019783,p01080
0.98143,1.1142,0.00029671,p01081
0.8233,1.1302,0.00012645,p01082
0.98803,1.1975,0.00027648,p01083
0.84258,0.83573,0.00029528,p01084
1.0144,0.93747,0.00017221,p01085
0.9904,1.1914,0.00026102,p01086
0.96502,0.87287,0.0002904,p01087
1.0024,0.98228,0.00026643,p01088
0.9555,1.1662,0.00024859,p01089
1.0839,1.0121,0.00024103,p01090
0.85086,0.86636,0.00023045,p01091
1.0553,0.90562,0.00026548,p01092
1.1653,1.1165,0.00018273,p01093
0.91993,0.99814,0.00023226,p01094
1.0269,1.1259,0.00013296,p01095
1.1488,1.0572,9.9323e-05,p01096
1.0368,0.83297,0.00028274,p01097
1.1838,0.80008,0.00020879,p01098
0.86078,0.84296,0.00021061,p01099
0.95342,1.0471,0.00013363,p01100
0.98334,0.99077,0.00014875,p01101
0.82013,0.80685,0.00011955,p01102
1.1665,1.1434,0.0002316,p01103
0.85161,1.1825,0.00011352,p01104
1.0129,0.95521,0.00013304,p01105
0.83691,0.99475,8.1887e-05,p01106
1.062,1.011,0.00029239,p01107
1.0885,0.817,0.00027583,p01108
0.98601,1.024,9.7783e-05,p01109
1.1787,0.83999,0.00013652,p01110
0.81044,0.94425,8.5023e-05,p01111
0.95877,1.0495,0.00017371,p01112
1.1148,1.0507,0.00012884,p01113
1.1777,1.0108,0.00028622,p01114
1.1475,0.96305,0.00022593,p01115
0.86987,0.84784,0.00017924,p01116
1.0118,0.8475,0.00011323,p01117
0.8874,1.1764,0.0002141,p01118
0.96128,1.069,0.00029889,p01119
1.0299,0.8302,0.00020031,p01120
1.1674,0.89781,0.00020059,p01121
1.0933,1.0034,0.00026515,p01122
0.85106,0.9173,0.00010797,p01123
1.0948,0.95518,0.00024258,p01124
1.0224,0.80164,0.00016803,p01125
0.80697,1.1456,0.00029982,p01126
0.80273,1.0224,0.00013666,p01127
0.86529,1.0228,8.2509e-05,p01128
0.82512,1.0542,0.00026022,p01129
0.83676,0.92711,0.00019783,p01130
0.84355,1.1004,0.00012714,p01131
0.96823,1.1702,0.00028553,p01132
1.148,1.0671,0.00022622,p01133
1.0046,1.0358,0.00014604,p01134
1.1713,1.0528,0.00011313,p01135
0.91562,0.90364,0.00025611,p01136
1.1662,0.82523,9.5957e-05,p01137
1.1565,0.85041,0.00029109,p01138
0.96169,1.1272,0.00024566,p01139
0.88982,0.95945,0.00021286,p01140
1.188,0.85977,0.00019214,p01141
1.1341,1.0152,0.00018083,p01142
0.91172,1.0288,0.00026064,p01143
0.98745,0.95986,0.00011829,p01144
0.97155,1.1351,0.00024275,p01145
0.99978,1.0717,0.00013861,p01146
1.0317,0.93332,9.5035e-05,p01147
1.1116,0.97692,0.000157,p01148
0.97767,0.93966,0.00018317,p01149
1.1582,1.1314,0.00014509,p01150
0.94145,0.83915,0.00028311,p01151
1.1041,0.88589,0.00014203,p01152
0.94189,1.129,0.00018267,p01153
0.97388,0.97515,0.00019962,p01154
1.0311,0.95725,0.00014842,p01155
1.0696,0.95481,9.6256e-05,p01156
0.93443,1.0023,0.00028992,p01157
1.0591,1.1749,0.00026229,p01158
1.0503,0.81786,0.00010554,p01159
1.1762,1.1354,0.00014257,p01160
1.0855,0.88885,8.6787e-05,p01161
1.0423,0.90134,0.00016797,p01162
0.99715,0.96143,0.0001745,p01163
0.9521,0.85299,0.00012017,p01164
1.1946,1.1296,0.00012335,p01165
1.0935,1.1989,0.00014848,p01166
1.1945,1.1121,0.00025147,p01167
1.1213,1.0779,0.00022177,p01168
0.92312,1.1737,0.00020531,p01169
0.94503,1.0475,0.0002993,p01170
0.82809,0.86666,0.000288,p01171
0.91765,0.81844,0.00021423,p01172
0.9711,0.82193,0.00010809,p01173
1.0483,0.84642,0.00019845,p01174
1.1887,0.81682,0.00015103,p01175
1.1013,1.1102,0.00029893,p01176
0.92347,0.81331,0.00015282,p01177
1.163,1.1651,9.7768e-05,p01178
0.9208,0.99183,0.00015221,p01179
0.89785,0.94215,0.00027846,p01180
0.84522,0.99064,0.00029197,p01181
1.0408,1.1062,0.00025906,p01182
0.9991,1.0029,0.000293,p01183
1.1219,1.1895,9.9776e-05,p01184
0.87839,0.91341,0.00020652,p01185
0.93929,1.0726,0.00019941,p01186
1.1365,0.98324,0.00015192,p01187
1.1911,1.0432,0.00024481,p01188
1.1573,1.0914,0.00024759,p01189
0.88195,1.1204,0.00023939,p01190
1.1976,1.1257,0.00021281,p01191
0.98924,0.97115,0.00010338,p01192
0.97125,0.91505,0.00016293,p01193
1.1166,0.9368,0.00025192,p01194
1.0627,0.8666,0.00020557,p01195
0.92398,0.98984,0.0002581,p01196
1.1187,1.0093,9.5316e-05,p01197
1.1361,1.1147,0.00024616,p01198
1.0739,1.1357,0.00024886,p01199
0.95034,1.0242,0.0001843,p01200
1.069,1.1144,0.00022595,p01201
1.1427,0.88839,0.000163,p01202
1.01,0.84098,0.0002387,p01203
1.1062,0.99242,0.00025763,p01204
1.0243,1.1015,0.00029654,p01205
1.0732,0.94636,0.00017396,p01206
1.0361,0.84521,0.00026873,p01207
0.94269,1.1073,0.00023502,p01208
0.93055,0.86706,0.00026191,p01209
0.86765,1.022,0.00016134,p01210
0.95757,1.037,0.00017425,p01211
0.95111,0.88428,0.00010134,p01212
1.0161,1.1668,0.00020036,p01213
0.8038,1.0321,0.00020245,p01214
0.96924,1.1529,0.00015761,p01215
0.82321,0.92663,0.00026406,p01216
1.1677,1.0686,0.00019397,p01217
0.8223,1.197,0.0002565,p01218
1.0152,0.96427,0.00019175,p01219
0.98171,0.99415,0.00020246,p01220
0.85349,0.89092,0.00014378,p01221
0.838,0.85663,0.00011989,p01222
1.0603,1.0354,0.00024085,p01223
0.81799,0.96822,8.1526e-05,p01224
0.95251,0.8246,0.00020573,p01225
1.1064,0.9276,0.00027607,p01226
1.0866,1.1792,0.00018627,p01227
0.82002,0.88745,0.00013493,p01228
0.91194,0.93782,0.00010053,p01229
0.9126,1.1627,0.0002893,p01230
0.86397,0.82082,0.0001196,p01231
0.99621,0.8565,0.00022649,p01232
0.98191,1.0468,0.00011676,p01233
0.81532,0.98504,0.0001769,p01234
0.99061,1.1703,0.00016325,p01235
0.95707,0.84689,9.0104e-05,p01236
0.93136,1.0994,0.00011871,p01237
1.055,1.0099,0.00011729,p01238
0.91471,0.96377,0.00021851,p01239
0.89626,0.88069,0.00015674,p01240
1.088,0.93224,0.0002063,p01241
1.0302,1.0578,8.1736e-05,p01242
1.1158,1.0972,0.00026427,p01243
1.1444,0.81427,0.00017784,p01244
1.0999,0.86068,0.00021944,p01245
1.11,1.0015,0.0002716,p01246
1.1633,0.93974,0.00019763,p01247
0.88073,0.90114,0.00014094,p01248
1.103,1.0959,0.00024619,p01249
0.85801,0.80192,0.00013901,p01250
0.94833,0.99217,0.00025364,p01251
0.8989,1.1165,8.4343e-05,p01252
0.89975,1.0857,0.00010097,p01253
0.97512,0.99382,0.00019531,p01254
0.93772,0.97676,0.0001387,p01255
0.85593,0.98099,0.00019701,p01256
1.0502,0.9228,0.00029912,p01257
1.1658,0.94624,0.00022876,p01258
0.83907,0.99402,0.00028534,p01259
0.93005,1.0847,0.00021723,p01260
1.1468,0.90383,0.00026146,p01261
0.8645,1.1319,9.8408e-05,p01262
1.1166,0.97893,0.00011098,p01263
1.1202,1.1157,0.00026735,p01264
1.0435,0.81553,0.00017778,p01265
0.86474,1.1141,0.00013038,p01266
1.1284,0.86492,0.00019564,p01267
1.0639,1.1433,9.3949e-05,p01268
0.93641,0.85944,0.00015815,p01269
0.96346,0.81729,8.7693e-05,p01270
0.89505,1.1599,0.00020971,p01271
1.1061,1.1612,0.00010117,p01272
0.94077,1.1056,0.00028655,p01273
1.1615,1.07,0.00024337,p01274
0.83043,0.98709,0.0001286,p01275
0.82576,0.85073,0.00010376,p01276
1.119,0.99109,0.00026374,p01277
0.94928,1.061,0.00026291,p01278
0.8784,1.1913,0.00017514,p01279
0.90019,1.0016,0.00029675,p01280
0.88152,0.90126,0.00025472,p01281
0.87307,0.90459,8.0402e-05,p01282
0.98082,1.0002,0.00014741,p01283
0.83716,0.91716,0.00023191,p01284
1.0234,0.86341,0.00021896,p01285
1.1357,0.87755,0.0001402,p01286
1.0443,1.0472,0.00014179,p01287
0.96713,1.1745,0.00028243,p01288
0.85266,1.0635,0.00015144,p01289
0.97263,0.89692,0.00014526,p01290
1.1526,1.1873,0.00025199,p01291
0.81137,1.1451,0.00021928,p01292
0.93274,0.85218,0.00013219,p01293
1.1313,0.80666,0.00024873,p01294
1.1705,0.9738,0.00020965,p01295
0.96042,0.97264,0.0002795,p01296
1.0519,1.1412,0.00013617,p01297
1.16,0.96168,0.00016391,p01298
0.80137,1.0395,0.00028282,p01299
1.0331,0.98437,8.3632e-05,p01300
0.98737,0.83642,0.00028827,p01301
1.034,1.0182,0.00018232,p01302
1.0599,0.80216,0.00012733,p01303
0.89146,0.9086,0.00023779,p01304
0.8324,0.98833,0.00028055,p01305
1.0729,0.91626,0.00013908,p01306
0.85613,1.1496,0.00021501,p01307
1.0787,0.80085,0.0001244,p01308
0.94136,0.91306,8.8288e-05,p01309
1.0142,1.0462,0.00024737,p01310
1.1317,1.0959,9.7721e-05,p01311
0.88529,0.83123,0.00021107,p01312
0.97736,0.83685,0.00011281,p01313
1.1508,1.1246,0.00020175,p01314
1.1585,1.1849,0.0002552,p01315
0.96871,0.96764,0.00020208,p01316
0.90326,0.86427,0.00018399,p01317
1.0043,0.88157,0.00016975,p01318
1.1237,1.1579,0.0001338,p01319
0.90483,1.0105,0.00013823,p01320
0.93798,1.1864,0.00021712,p01321
0.93421,0.83218,0.00027064,p01322
1.0173,0.87818,0.00029013,p01323
0.80388,1.0567,0.00013892,p01324
1.0966,1.016,0.00019894,p01325
0.92098,1.1418,0.0001705,p01326
0.8943,0.80863,0.00017658,p01327
1.0334,1.1646,0.00018524,p01328
1.0937,0.94017,0.00021691,p01329
0.9049,0.96488,0.00020978,p01330
1.1836,1.1149,0.00025861,p01331
1.1864,1.1176,0.0002577,p01332
1.1988,1.106,0.0002922,p01333
0.94209,0.99454,0.00019666,p01334
1.1051,1.0625,0.00020735,p01335
1.0578,0.83616,0.00014522,p01336
1.053,0.95002,0.00028403,p01337
1.1741,0.88564,0.00023144,p01338
0.92378,1.0666,0.00021523,p01339
1.1707,1.1681,0.00010573,p01340
1.0743,1.1242,0.00012159,p01341
0.95932,0.91948,0.0001873,p01342
1.0108,0.96063,0.00026229,p01343
1.161,0.80514,0.00021146,p01344
0.90686,1.0013,0.00027093,p01345
1.025,0.89943,0.00011199,p01346
0.95478,1.0243,0.00026893,p01347
1.1908,1.1833,0.00027791,p01348
1.0069,0.88031,0.0001566,p01349
1.091,0.89257,9.739e-05,p01350
0.9727,0.82153,8.7077e-05,p01351
0.97429,1.0904,0.0002542,p01352
0.85037,0.99832,0.00011864,p01353
1.1723,0.9739,0.00014929,p01354
1.1397,1.0365,9.546e-05,p01355
0.96548,0.83541,0.00016555,p01356
1.1096,0.88415,0.00013828,p01357
0.84403,0.81183,0.00010836,p01358
0.97887,0.98797,9.4171e-05,p01359
0.84226,1.1526,0.00021512,p01360
1.093,1.1085,0.00020778,p01361
0.91669,1.034,0.00010709,p01362
0.98767,0.98067,0.00029742,p01363
1.1185,1.0847,0.00024093,p01364
1.1534,0.91922,0.00014111,p01365
1.0393,0.91463,0.00013793,p01366
1.1736,0.98498,0.0001591,p01367
1.1199,0.92625,0.00018377,p01368
0.86021,0.94281,0.00017157,p01369
0.97651,0.88288,0.00025724,p01370
1.0761,1.1427,0.00024128,p01371
1.1993,1.1992,0.00012563,p01372
1.0751,1.114,0.00012995,p01373
0.9634,0.95117,9.2707e-05,p01374
1.0022,1.1255,0.00025278,p01375
1.0084,0.83954,0.00028672,p01376
1.0395,0.99965,0.00015211,p01377
1.1464,1.024,0.0002786,p01378
1.1381,1.0289,0.00026694,p01379
1.0535,1.0266,8.3683e-05,p01380
0.92799,1.1178,0.0001198,p01381
1.1855,1.1159,0.00020223,p01382
1.0041,0.99279,0.00027306,p01383
0.86275,0.80899,0.00027111,p01384
1.1525,0.96515,0.00020305,p01385
0.92472,1.1987,0.00029122,p01386
0.93747,0.96932,0.00018173,p01387
1.0846,0.98772,0.00021237,p01388
1.1557,1.115,9.672e-05,p01389
0.82264,1.079,0.00016753,p01390
0.88355,0.84903,0.00028488,p01391
0.99587,1.0621,9.6926e-05,p01392
